name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,cost_for_two,restaurant_type,city_list
kamat bugle rock,Yes,No,3.9,543,basavanagudi,quick bites,"Jowar Roti, Buttermilk, Jolada Rotti, Brinjal Curry, Coffee, Pongal, Vegetable Biryani","South Indian, Fast Food",300,Delivery,Banashankari
woodee pizza,Yes,No,3.7,180,banashankari,cafe,"Pizza, Garlic Bread","Cafe, Pizza, Fast Food, Beverages",500,Delivery,Banashankari
puliyogare point,Yes,No,4.2,444,basavanagudi,quick bites,"Sweet Pongal, Mini Idlis, Filter Coffee, Open Masala Dosa, Pakoda, Vada, Raagi Dosa",South Indian,100,Delivery,Banashankari
bangalore agarwal bhavan,Yes,No,3.9,134,jayanagar,quick bites,"Paratha, Coffee, Halwa, Lassi","Street Food, North Indian, South Indian",400,Delivery,Banashankari
rustic stove,Yes,No,3.8,577,jayanagar,casual dining,"Vegetable Biryani, Pineapple Rasam, Cheese Garlic Naan, Potato Cheese Ball, Bamboo Chicken Biryani, Chicken Skewer, Fish","North Indian, South Indian, Biryani, Beverages",900,Delivery,Banashankari
de thaali,Yes,No,3.9,144,jayanagar,casual dining,"Malai Kofta, Sandwich, Naan","North Indian, Chinese, Rolls",550,Delivery,Banashankari
spice elephant,Yes,No,4.1,787,banashankari,casual dining,"Momos, Lunch Buffet, Chocolate Nirvana, Thai Green Curry, Paneer Tikka, Dum Biryani, Chicken Biryani","Chinese, North Indian, Thai",800,Delivery,Banashankari
matru sagar,Yes,No,3.6,84,banashankari,quick bites,"Coffee, Masala Dosa","South Indian, North Indian, Chinese",250,Delivery,Banashankari
sea spice by 7 star,Yes,Yes,4.0,349,banashankari,casual dining,"Sea Food, Neer Dosa, Anjal Masala Fry, Coconut Pudding, Chicken Biryani, Roti, Fish Curry","Seafood, Biryani, Beverages, South Indian, North Indian, Kebab","1,200",Delivery,Banashankari
desi dawat,Yes,No,3.7,248,kumaraswamy layout,quick bites,"Tandoori Chicken, Rolls","North Indian, Fast Food",400,Delivery,Banashankari
cafe aira,Yes,No,4.1,216,basavanagudi,cafe,"Pasta, Nachos, Jalapeno Poppers, Burrito Bowl, Ferrero Rocher Shake, Falafal Sandwich, Banana Waffles","Cafe, Continental, Beverages, Desserts",500,Delivery,Banashankari
penthouse cafe,Yes,No,4.0,324,banashankari,cafe,"Pizza, Mocktails, Coffee, Nachos, Salad, Pasta, Sandwiches","Cafe, Italian, Continental",700,Delivery,Banashankari
mast punjabi,Yes,No,2.6,231,kumaraswamy layout,quick bites,Aloo Paratha,"North Indian, Chinese, Rolls, Biryani, Kebab",400,Delivery,Banashankari
south grand,Yes,No,3.4,102,uttarahalli,casual dining,Rava Dosa,"South Indian, North Indian, Chinese, Beverages",400,Delivery,Banashankari
catch-up-ino,Yes,No,3.9,133,banashankari,cafe,"Momos, Mushroom Bruschettas, Jalapeno Cheeseballs, Pasta, Red Velvet Shake, Red Velvet Milkshake, Maggi","Cafe, Fast Food, Continental, Chinese, Momos",800,Delivery,Banashankari
the pizzeria,Yes,No,2.8,45,banashankari,casual dining,Pesto Pizza,"Pizza, Italian, Salad",800,Delivery,Banashankari
ruchis point,Yes,No,3.8,75,banashankari,quick bites,"Sandwiches, Noodles, Sandwich","Fast Food, Chinese",200,Delivery,Banashankari
firangi bake,Yes,No,4.0,53,rajarajeshwari nagar,delivery,"Lasagne, Steak, Masala Quesadilla, Garlic Bread","Mexican, Italian",600,Delivery,Banashankari
the royal corner - pai viceroy,Yes,Yes,4.2,815,jayanagar,casual dining,"Breakfast Buffet, Kulcha, Almond Soup, Lunch Buffet, Roti, Mocktails, Vegetarian","North Indian, Chinese",900,Delivery,Banashankari
hara fine dine,Yes,Yes,4.0,633,banashankari,casual dining,"Hara Bhara Kabab, Crispy Corn, Patiala Paneer, Panneer Butter Masala, Dum Biryani, Jal-jeera, Butter Naan","North Indian, Chinese",800,Delivery,Banashankari
chocoberry,Yes,No,3.5,56,jayanagar,dessert parlor,"Waffles, Cup Cake, Chocolate Cake","Ice Cream, Desserts, Beverages",400,Delivery,Banashankari
waffle-a-go go,Yes,No,3.9,70,banashankari,dessert parlor,Waffles,"Fast Food, Desserts, Ice Cream",400,Delivery,Banashankari
cross road cafe,Yes,No,3.9,91,jayanagar,cafe,"Momos, Burgers, Rolls, Sandwich, Hot Chocolate, Tea, Naga Thali","Cafe, Fast Food, Chinese",300,Delivery,Banashankari
bakers town,Yes,No,3.8,77,kumaraswamy layout,cafe,"Freak Shake, Fries, Pasta Alfredo","Cafe, Continental, Fast Food",650,Delivery,Banashankari
ivy,Yes,No,3.8,210,kumaraswamy layout,casual dining,"Butter Chicken, Chicken Grill, Tandoori Chicken, Noodles, Biryani, Fried Rice Chicken","North Indian, Chinese, Fast Food",600,Delivery,Banashankari
the airos,Yes,No,4.1,130,jayanagar,cafe,"Pizza, Pasta, Nachos, Burgers, Sandwich, Tea, Cheese Balls","Cafe, Italian, Pizza",650,Delivery,Banashankari
chai kraft,Yes,No,4.1,30,jayanagar,beverage shop,"Masala Chai, Coffee, Masala Tea, Maggi","Beverages, Tea",100,Delivery,Banashankari
kirthi's biryani,Yes,No,3.8,144,banashankari,cafe,"Pasta, Gelato, Garlic Bread, Mojito, Nachos, Paneer Pizza, Mocktails","Chinese, Cafe, Italian",700,Delivery,Banashankari
the trundle,Yes,No,3.7,133,jayanagar,casual dining,"Salad, Mocktails, Chocolava, Pesto Pasta, Momos, Jasmine Rice, Tom Yum Soup","Chinese, Thai, Continental, North Indian",700,Delivery,Banashankari
the krishna grand xpress,Yes,No,4.0,136,jayanagar,quick bites,"Vada, Masala Dosa, Idli","South Indian, Fast Food",350,Delivery,Banashankari
udupi grand,Yes,No,3.8,74,basavanagudi,quick bites,"Coffee, Masala Dosa, Vegetable Biryani","South Indian, North Indian, Chinese",300,Delivery,Banashankari
little cafe,Yes,No,3.7,54,basavanagudi,cafe,"Pasta, Pizza, Burgers, Pancakes, Garlic Bread","Cafe, Beverages",600,Delivery,Banashankari
1980s games cafe,Yes,No,3.4,58,basavanagudi,cafe,"Maggi, Pasta, Burgers, Sandwiches, Fries","Cafe, Fast Food",400,Delivery,Banashankari
kadala tarangaa,Yes,No,3.6,129,banashankari,casual dining,"Sea Food, Neer Dosa","Mangalorean, Seafood, North Indian",600,Delivery,Banashankari
as on fire,Yes,No,3.5,41,south bangalore,food truck,Pizza,"Pizza, Fast Food, BBQ",400,Delivery,Banashankari
curry leaves,Yes,No,4.1,176,basavanagudi,casual dining,"Brownie, Mojito, Prawn Ghee Roast, Corn Tikki, Mushroom Ghee Roast, Pinacolada, Biryani","Andhra, North Indian, Chinese",800,Delivery,Banashankari
magic meals,Yes,No,3.7,47,jayanagar,"quick bites, dessert parlor","Biryani, Thick Shakes, Fries","Fast Food, Desserts, Beverages",400,Delivery,Banashankari
desi cream junction,Yes,Yes,3.7,36,jayanagar,casual dining,Vegetarian,"Chinese, North Indian, Pizza, Italian",650,Delivery,Banashankari
eat repeat,Yes,No,3.9,101,basavanagudi,quick bites,"Sweet Pongal, Curd Rice",South Indian,150,Delivery,Banashankari
salut,Yes,Yes,4.1,442,jayanagar,"pub, casual dining","Pesto Pizza, Buffalo Wings, Cocktails, Beer, Egg Ghee Roast, Brownie, Pepper Chicken","Continental, Finger Food, Seafood, Pizza","1,200",Delivery,Banashankari
sandwich mama's and frozen monster,Yes,No,3.8,53,jayanagar,quick bites,"Waffles, Sandwiches, Maggi, Thick Shakes, Chocolate Sandwich","Ice Cream, Beverages, Fast Food",250,Delivery,Banashankari
food springs,Yes,No,4.0,232,jayanagar,quick bites,"Honey Chilli Potatoes, Nachos, Lemonade, Hakka Noodles, Babycorn Manchurian, Mushroom Manchurian, Spring Roll","South Indian, Chinese",400,Delivery,Banashankari
chung's chinese corner,Yes,No,3.9,221,jayanagar,casual dining,"Manchow Soup, Momos, Wonton Soup, Chowmein, American Chopsuey, Chop Suey, Manchurian",Chinese,700,Delivery,Banashankari
eurasia pasta and barbeque by little italy,Yes,Yes,4.1,1063,jayanagar,"casual dining, bar","Pasta, Pizza, Nachos, Gelato, Ravioli, Jalapeno Poppers, Cocktails","Italian, Fast Food, Salad, BBQ","1,200",Delivery,Banashankari
goli vada pav no. 1,Yes,No,3.7,93,basavanagudi,quick bites,"Masala Vada Pav, Cheese Vada Pav, Fries",Street Food,200,Delivery,Banashankari
ragoo's,Yes,No,3.9,233,jayanagar,casual dining,"Corn Augratin, Lasagne, Fries, Garlic Bread, Pili Pili Pizza, Mexican Rice, Ravioli","Italian, Pizza, North Indian, Salad",800,Delivery,Banashankari
pure & natural,Yes,No,3.9,211,jayanagar,casual dining,"Salads, Sandwiches, Pasta, Mocktails, Corn Sandwich, Garden Salad, Miso Salad","Fast Food, Continental, Beverages, Salad, Healthy Food",500,Delivery,Banashankari
maiyas,Yes,No,4.0,1778,jayanagar,quick bites,"Coffee, Thali, Kharabath, Masala Dosa, Idli Vada, Vanilla Ice Cream, Bisi Bele Bhaath","North Indian, South Indian, Fast Food, Juices",200,Delivery,Banashankari
sip n dine,Yes,No,3.6,218,vijay nagar,casual dining,"Veg Jaipuri, Neer Dosa, Kulcha, Pepper Chicken, Chilli Mushroom, Murgh Platter, Paneer Tikka","North Indian, Chinese, South Indian",800,Delivery,Banashankari
cafe mondo,Yes,No,3.7,514,basavanagudi,cafe,"Pizza, Pasta Alfredo, Brownie, Garlic Bread, Sandwiches, Lemon Mojito, Mocha Fudge","Cafe, Italian, Beverages",600,Delivery,Banashankari
jalpaan,Yes,Yes,4.0,866,jayanagar,casual dining,"Mocktails, Tomato Soup, Pasta, Nachos, Chaat, Potli Biryani, Lassi","North Indian, Continental",900,Delivery,Banashankari
kataria's pakwan,Yes,No,3.2,96,kumaraswamy layout,quick bites,"Paratha, Lassi, Manchurian, Thali",North Indian,400,Delivery,Banashankari
juicy momos,Yes,No,3.5,80,banashankari,quick bites,"Rolls, Burgers, Juicy Momos, Chicken Momo, Chocolate Momos, Mushroom Momo, Paneer Momos","Tibetan, Momos",250,Delivery,Banashankari
amande patisserie,Yes,No,4.0,73,basavanagudi,bakery,"Macaroon, Mousse, Caramel Eclair","Bakery, French, Desserts",300,Delivery,Banashankari
anand sweets and savouries,Yes,No,3.9,84,jayanagar,sweet shop,"Dahi Papadi Chaat, Papdi Chaat, Bhel Puri, Paratha, Kachori, Thali, Masala Poori","Mithai, Street Food",400,Delivery,Banashankari
chicken hunt,Yes,No,3.5,88,banashankari,quick bites,Chicken Grill,"South Indian, North Indian, Chinese, Biryani",350,Delivery,Banashankari
swadesh tadka,Yes,No,3.5,179,banashankari,casual dining,"Gulab Jamun, Roti, Masala Papad, Babycorn Manchurian, Paratha, Clear Soup, Biryani","North Indian, Chinese, Beverages",600,Delivery,Banashankari
cane-o-la,Yes,No,3.8,61,basavanagudi,quick bites,"Sugarcane Juice, Popcorn",Juices,100,Delivery,Banashankari
new biryani mane,Yes,No,3.7,128,uttarahalli,casual dining,"Egg Biryani, Tandoori Chicken, Fish, Rumali Roti","North Indian, Chinese, Biryani, South Indian",450,Delivery,Banashankari
upahara darshini,Yes,No,3.8,339,jayanagar,quick bites,"Rava Dosa, Roti, Masala Dosa, Kulcha, Sandwiches, Vada Pav, Idli","South Indian, North Indian, Chinese",400,Delivery,Banashankari
karnataka bhel house,Yes,No,4.1,449,basavanagudi,quick bites,"Masala Poori, Bhel Puri, Panipuri, Chaat, Dahipuri, Sev Puri, Dahi Aloo Puri",Street Food,100,Delivery,Banashankari
sreeraj lassi bar,Yes,No,4.1,210,jayanagar,"dessert parlor, beverage shop","Faluda, Mango Lassi, Sweet Lassi, Fruit Salad, Shrikhand, Matka Kulfi, Pudina Lassi",Beverages,150,Delivery,Banashankari
bunt's biriyani palace,Yes,No,3.0,213,banashankari,quick bites,"Neer Dosa, Sea Food, Pepper Chicken","North Indian, South Indian, Chinese, Biryani, Seafood",400,Delivery,Banashankari
chai point,Yes,No,3.2,208,jayanagar,"beverage shop, quick bites","Ginger Chai, Ginger Tea, Banana Cake, Samosa, Masala Chai, Banana Walnut","Tea, Beverages, Fast Food",250,Delivery,Banashankari
janahaar,Yes,No,3.8,70,banashankari,quick bites,"Masala Dosa, Idli, Filter Coffee, Medu Dosa",South Indian,100,Delivery,Banashankari
redberrys,Yes,No,4.0,219,basavanagudi,cafe,"Pizza, Fries, Anjeer Ice Cream, Sandwiches, Gelato, Burgers, Kesar Badam","Cafe, Italian",600,Delivery,Banashankari
utsav,Yes,No,3.7,59,banashankari,quick bites,"Paratha, Kachori, Tea, Lassi, Samosa, Vada Pav","North Indian, Street Food",200,Delivery,Banashankari
the spice saga,Yes,No,3.7,124,kumaraswamy layout,casual dining,"Biryani, Chicken Grill, Butter Chicken","Biryani, North Indian, Chinese, Seafood",750,Delivery,Banashankari
jalsa,Yes,Yes,4.1,775,banashankari,casual dining,"Pasta, Lunch Buffet, Masala Papad, Paneer Lajawab, Tomato Shorba, Dum Biryani, Sweet Corn Soup","North Indian, Mughlai, Chinese",800,Delivery,Banashankari
subz,Yes,Yes,4.2,2022,jayanagar,casual dining,"Veg Buffet, Pasta, Salads, Rasmalai, Chaat, Biryani, Fries","North Indian, South Indian","1,000",Delivery,Banashankari
cafe shuffle,Yes,Yes,4.2,150,banashankari,cafe,"Mocktails, Peri Fries, Lasagne, Pizza, Chicken Bbq Wings, Virgin Mojito, Nachos","Cafe, Italian, Continental",600,Delivery,Banashankari
mint and mustard,Yes,No,4.0,232,basavanagudi,casual dining,"Paneer Tikka, Masala Papad, Garlic Naan","North Indian, Chinese",750,Delivery,Banashankari
punjabi raswada,Yes,Yes,3.5,431,jayanagar,casual dining,"Gajar Ka Halwa, Lassi, Jeera Rice, Shahi Paneer, Shikanji, Makke Ki Roti, Kofta Curry",North Indian,800,Delivery,Banashankari
vinny's,Yes,Yes,4.2,2115,banashankari,casual dining,"Pizza, Pasta, Garlic Bread, Nachos, Penne Alfredo, Mozzarella Sticks, Salad","Pizza, Italian, Continental, Desserts",800,Delivery,Banashankari
sukh sagar,Yes,No,3.8,155,jayanagar,casual dining,"Pav Bhaji, Chaat, Sandwiches, Coffee, Noodles, Masala Dosa, Roti","South Indian, North Indian, Chinese, Street Food",450,Delivery,Banashankari
andhra ruchulu,Yes,Yes,4.1,666,jayanagar,"casual dining, bar","Andhra Meal, Mutton Biryani, Chicken Sholay, Chicken Biryani, Chicken Guntur, Andhra Thali, Guava Ice Cream","Andhra, Biryani, North Indian, Chinese","1,000",Delivery,Banashankari
steaming mugs,Yes,No,3.9,240,basavanagudi,cafe,"Fries, Oreo Shake, Pasta Arrabiata",Cafe,700,Delivery,Banashankari
san churro cafe,Yes,No,3.8,918,banashankari,"cafe, casual dining","Churros, Cannelloni, Minestrone Soup, Hot Chocolate, Pink Sauce Pasta, Salsa, Veg Supreme Pizza","Cafe, Mexican, Italian",800,Delivery,Banashankari
rajathadri food fort,Yes,No,4.0,465,jayanagar,casual dining,"Butter Naan, Filter Coffee, Pav Bhaji, Vada, Babycorn Manchurian, Tea, Paneer Tikka Masala","South Indian, North Indian, Chinese, Street Food",600,Delivery,Banashankari
brew meister,Yes,Yes,4.1,970,jayanagar,"microbrewery, casual dining","Cocktails, Pasta, Paneer Tikka, Mocktails, Wheat Beer, Corn Paratha, Misal Pav","North Indian, Continental, Finger Food, American, Asian","1,500",Delivery,Banashankari
rasoi,Yes,No,3.3,128,banashankari,quick bites,"Lassi, Panneer Butter Masala, Paratha, Thali","North Indian, Chinese",300,Delivery,Banashankari
mr. singh da dhaba,Yes,No,3.6,241,kumaraswamy layout,quick bites,"Mughlai Paratha, Laccha Paratha, Rolls","North Indian, Chinese",300,Delivery,Banashankari
ayodhya upachar,Yes,No,4.3,734,banashankari,quick bites,"Panneer Butter Masala, Vada, Curd Rice, Idli, Jeera Rice, Naan, Kulcha","South Indian, North Indian, Chinese, Street Food",200,Delivery,Banashankari
biriyani mane,Yes,No,3.8,130,jayanagar,quick bites,"Biryani, Chilli Chicken, Neer Dosa","North Indian, Biryani",400,Delivery,Banashankari
cafe ajfan,Yes,No,4.2,261,jayanagar,cafe,"Sandwiches, Pasta, Cobb Salad, Pizza, Burgers, Calzone, Fries","Cafe, Continental, Beverages",700,Delivery,Banashankari
brundhavana food point,Yes,No,4.0,191,kumaraswamy layout,quick bites,Biryani,"South Indian, North Indian, Chinese, Street Food, Beverages",300,Delivery,Banashankari
slv corner restaurant,Yes,No,4.1,364,basavanagudi,casual dining,"Masala Dosa, Filter Coffee, Maddur Vada, Curd Vadai, Onion Dosa, Upma, Sunday Breakfast","South Indian, Chinese, North Indian, Street Food, Rolls, Juices",550,Delivery,Banashankari
the krishna grand,Yes,No,3.9,888,banashankari,casual dining,"Spring Dosa, Coffee, Spring Roll, Masala Papad, Rava Idli, Panneer Butter Masala, Chaat","North Indian, South Indian, Chinese, Fast Food, Juices",750,Delivery,Banashankari
roti ghar,Yes,No,3.9,750,basavanagudi,casual dining,"Coffee, Spring Roll, Roti, Panneer Butter Masala, Noodles, Butter Naan, Masala Dosa","North Indian, Chinese, South Indian",500,Delivery,Banashankari
the coffee shack,Yes,Yes,4.2,164,banashankari,cafe,"Coffee, Spaghetti, Pancakes, Nachos, Pasta, Sandwich, Garlic Bread","Cafe, Chinese, Continental, Italian",500,Delivery,Banashankari
baisakhi,Yes,No,3.8,527,basavanagudi,casual dining,"Masala Chaach, Tomato Shorba, Gajar Ka Halwa, Biryani, Deluxe Punjabi Thali, Rajma, Paneer Tikka Masala",North Indian,500,Delivery,Banashankari
corner house ice cream,No,No,4.3,345,banashankari,dessert parlor,"Hot Chocolate Fudge, Vanilla Ice Cream, Fudge Cake, Chocolate Mousse","Ice Cream, Desserts",400,Desserts,Banashankari
poonam sweets,No,No,4.4,356,banashankari,sweet shop,"Dhokla, Jalebi, Badam Milk, Rabri, Rasgulla, Rasmalai, Samosa Kachori",Mithai,150,Desserts,Banashankari
old mumbai ice cream,Yes,No,3.9,38,banashankari,dessert parlor,Friendly Staff,Ice Cream,150,Desserts,Banashankari
polar bear,Yes,No,3.9,116,banashankari,dessert parlor,"Sandwiches, Hot Chocolate Fudge, Strawberry Milkshake","Ice Cream, Desserts, Beverages, Sandwich",400,Desserts,Banashankari
san churro cafe,Yes,No,3.8,918,banashankari,"cafe, casual dining","Churros, Cannelloni, Minestrone Soup, Hot Chocolate, Pink Sauce Pasta, Salsa, Veg Supreme Pizza","Cafe, Mexican, Italian",800,Desserts,Banashankari
kirthi's biryani,Yes,No,3.8,144,banashankari,cafe,"Pasta, Gelato, Garlic Bread, Mojito, Nachos, Paneer Pizza, Mocktails","Chinese, Cafe, Italian",700,Desserts,Banashankari
stoned monkey,Yes,No,4.3,860,banashankari,dessert parlor,"Nachos, Cup Cake, Hot Chocolate Fudge, Salsa, Cheesy Garlic Bread, Waffles, Tiramisu","Desserts, Ice Cream",500,Desserts,Banashankari
floured-baked with love,No,No,3.8,45,banashankari,"takeaway, delivery","Cup Cake, Chocolate Cake",Bakery,400,Desserts,Banashankari
waffle-a-go go,Yes,No,3.9,70,banashankari,dessert parlor,Waffles,"Fast Food, Desserts, Ice Cream",400,Desserts,Banashankari
sri venkateshwara sweet meat stall,No,No,4.0,98,basavanagudi,"sweet shop, quick bites","Mysore Pak, Pav Bhaji, Chaat, Masala Poori, Badam Milk, Paratha, Panipuri","Mithai, Street Food, North Indian, Chinese",400,Desserts,Banashankari
redberrys,Yes,No,4.0,219,basavanagudi,cafe,"Pizza, Fries, Anjeer Ice Cream, Sandwiches, Gelato, Burgers, Kesar Badam","Cafe, Italian",600,Desserts,Banashankari
amande patisserie,Yes,No,4.0,73,basavanagudi,bakery,"Macaroon, Mousse, Caramel Eclair","Bakery, French, Desserts",300,Desserts,Banashankari
a2b veg - adyar ananda bhavan,Yes,No,2.7,97,basavanagudi,casual dining,Masala Dosa,"South Indian, North Indian, Chinese, Street Food",400,Desserts,Banashankari
the krishna grand,Yes,No,3.9,888,banashankari,casual dining,"Spring Dosa, Coffee, Spring Roll, Masala Papad, Rava Idli, Panneer Butter Masala, Chaat","North Indian, South Indian, Chinese, Fast Food, Juices",750,Dine-out,Banashankari
sea spice by 7 star,Yes,Yes,4.0,349,banashankari,casual dining,"Sea Food, Neer Dosa, Anjal Masala Fry, Coconut Pudding, Chicken Biryani, Roti, Fish Curry","Seafood, Biryani, Beverages, South Indian, North Indian, Kebab","1,200",Dine-out,Banashankari
mini punjabi dhaba,Yes,No,4.2,287,banashankari,quick bites,"Panneer Butter Masala, Lassi, Paratha, Jeera Rice, Paneer Parantha, Bhindi Fry, Veg Kolhapuri",North Indian,350,Dine-out,Banashankari
onesta,Yes,Yes,4.6,2556,banashankari,"casual dining, cafe","Farmhouse Pizza, Chocolate Banana, Virgin Mojito, Pasta, Paneer Tikka, Lime Soda, Prawn Pizza","Pizza, Cafe, Italian",600,Dine-out,Banashankari
wamama,Yes,Yes,4.2,354,banashankari,casual dining,"Sushi, Noodles, Wine, Khau Suey, Mocktails, Yakisoba, Spring Roll","Asian, Korean, Indonesian, Japanese, Chinese, Thai, Momos",800,Dine-out,Banashankari
jalsa,Yes,Yes,4.1,775,banashankari,casual dining,"Pasta, Lunch Buffet, Masala Papad, Paneer Lajawab, Tomato Shorba, Dum Biryani, Sweet Corn Soup","North Indian, Mughlai, Chinese",800,Dine-out,Banashankari
vinny's,Yes,Yes,4.2,2115,banashankari,casual dining,"Pizza, Pasta, Garlic Bread, Nachos, Penne Alfredo, Mozzarella Sticks, Salad","Pizza, Italian, Continental, Desserts",800,Dine-out,Banashankari
jcubez,No,Yes,3.8,977,banashankari,lounge,"Beer, Chicken Wings, Chilli Chicken, Onion Rings, Fries",Finger Food,"1,300",Dine-out,Banashankari
